id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1029,1970,phd,together,64413.0,0,1,2013-08-01,27,200,5,44,0.0,10,20.0,1,5,1,5,5,0,0,0,0,0,0,3,11,0
7369,1981,master,married,36959.0,1,0,2013-10-02,56,25,6,25,6.0,0,0.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2574,1977,phd,married,61996.0,0,1,2013-01-31,27,1050,12,144,0.0,0,24.0,3,6,4,8,5,0,1,0,1,1,0,3,11,1
8159,1968,graduation,married,51287.0,1,1,2014-04-01,10,117,0,22,13.0,0,30.0,3,4,1,3,7,0,0,0,0,0,0,3,11,0
1160,1970,graduation,married,13260.0,1,1,2013-08-23,48,9,4,17,10.0,2,7.0,4,3,0,3,8,0,0,0,0,0,0,3,11,0
10242,1966,phd,together,47472.0,1,1,2013-09-16,39,56,0,11,0.0,0,8.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0
5253,1956,master,together,54603.0,1,1,2013-07-09,85,145,13,46,17.0,2,4.0,6,4,2,4,7,0,0,0,0,0,0,3,11,0
5966,1974,phd,married,45207.0,1,1,2012-11-10,64,203,0,10,0.0,0,2.0,5,3,1,6,6,0,1,0,0,0,0,3,11,0
5314,1951,graduation,together,40689.0,0,1,2013-03-18,69,270,3,27,39.0,6,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0
5081,1967,2n cycle,together,47821.0,1,1,2013-10-20,54,9,0,16,6.0,6,10.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5123,1951,master,married,27450.0,0,0,2013-04-15,57,37,12,23,8.0,11,52.0,1,2,1,3,7,0,0,0,0,0,0,3,11,0
5756,1983,graduation,together,39453.0,1,0,2014-04-03,64,46,0,7,0.0,0,2.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8036,1971,2n cycle,together,26850.0,1,1,2014-04-18,10,31,1,13,7.0,2,9.0,4,2,1,4,4,0,0,0,0,0,0,3,11,0
9058,1955,graduation,widow,79800.0,0,0,2012-09-23,65,1060,21,530,32.0,0,126.5,1,5,11,5,3,1,0,1,1,0,0,3,11,1
5057,1961,master,married,61794.0,0,1,2013-09-14,74,264,47,188,54.0,47,11.0,2,4,4,10,2,0,0,0,0,0,0,3,11,0
254,1955,graduation,together,53863.0,0,1,2014-05-17,4,399,4,30,6.0,4,30.0,3,7,1,7,7,0,1,0,0,0,0,3,11,0
4179,1959,graduation,together,24221.0,0,0,2013-08-20,94,8,9,9,2.0,5,22.0,1,1,1,3,4,0,0,0,0,0,0,3,11,0
3710,1984,phd,single,39684.0,1,0,2012-10-12,41,19,0,35,6.0,4,17.0,2,2,1,2,7,0,0,0,0,0,1,3,11,1
7627,1975,master,married,92163.0,0,0,2012-12-12,25,817,81,556,106.0,81,20.0,0,5,11,5,2,0,0,1,1,0,0,3,11,1
4501,1965,master,single,69882.0,0,0,2013-11-10,94,292,81,556,120.5,81,126.5,1,3,7,9,1,0,0,0,0,0,0,3,11,0
6424,1977,graduation,together,33178.0,1,0,2014-01-30,9,12,6,2,11.0,2,16.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
3075,1972,phd,married,59973.0,0,0,2013-09-11,47,130,30,168,20.0,34,0.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
4992,1975,master,together,17459.0,1,0,2013-09-19,12,6,4,16,3.0,10,30.0,3,3,1,2,7,0,0,0,0,0,0,3,11,1
5252,1969,graduation,divorced,23910.0,1,0,2012-10-26,80,16,12,18,7.0,1,13.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0
7444,1969,master,married,42169.0,1,1,2013-10-19,20,19,0,9,0.0,0,2.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
6919,1978,2n cycle,married,26224.0,1,0,2013-06-04,39,4,7,15,13.0,9,15.0,3,2,1,3,6,0,0,0,0,0,0,3,11,0
3537,1981,graduation,together,31089.0,1,0,2012-08-17,57,31,3,31,2.0,8,4.0,3,3,0,4,8,0,0,0,0,0,0,3,11,0
10277,1961,graduation,single,30081.0,0,1,2013-02-21,27,36,0,2,0.0,0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2453,1960,graduation,together,62807.0,0,1,2012-08-31,83,526,28,135,10.0,21,99.0,3,5,3,12,5,0,0,0,0,0,0,3,11,0
7972,1955,graduation,single,72906.0,0,0,2013-09-17,79,400,32,519,71.0,75,54.0,1,3,4,9,1,0,0,0,0,0,0,3,11,0
895,1948,phd,married,61467.0,0,2,2012-12-09,69,410,16,114,0.0,5,49.0,3,5,2,10,5,0,0,0,0,0,0,3,11,0
1177,1966,master,together,49618.0,1,1,2013-01-26,77,80,3,26,4.0,2,14.0,4,3,1,3,7,0,0,0,0,0,0,3,11,0
7141,1986,master,single,21888.0,1,0,2012-12-29,15,88,10,46,2.0,3,64.0,4,5,1,2,10,0,0,0,0,0,0,3,11,1
7232,1973,graduation,widow,42429.0,0,1,2014-02-11,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0
8477,1956,graduation,divorced,26150.0,2,1,2013-03-11,61,5,1,13,3.0,5,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2457,1975,basic,married,30801.0,0,1,2012-10-26,23,8,4,5,15.0,2,11.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
988,1965,graduation,married,81168.0,0,0,2014-05-07,84,410,0,556,120.5,22,22.0,1,6,4,7,3,0,0,0,1,0,0,3,11,0
7930,1969,master,single,26877.0,0,0,2013-08-19,74,101,13,76,20.0,18,40.0,2,3,1,6,6,0,0,0,0,0,0,3,11,0
4587,1944,master,widow,45006.0,0,0,2013-07-18,90,162,25,53,16.0,0,10.0,1,3,1,7,3,0,0,0,0,0,0,3,11,0
6682,1973,basic,married,18978.0,1,0,2012-12-11,41,2,8,1,4.0,7,15.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
6222,1967,graduation,married,22574.0,2,1,2013-10-28,28,25,0,8,2.0,0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10299,1969,phd,single,48240.0,0,0,2012-11-09,73,389,81,248,64.0,49,41.0,3,6,3,13,5,0,0,0,0,0,0,3,11,1
3083,1974,graduation,married,45837.0,1,1,2013-07-26,88,215,13,87,17.0,17,24.0,5,6,2,5,7,0,0,0,0,0,0,3,11,0
8953,1965,master,single,35791.0,2,1,2013-05-06,94,27,0,5,0.0,0,3.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1503,1976,phd,together,117416.25,1,1,2013-06-03,31,85,1,16,2.0,1,2.0,0,0,0,1,1,0,0,0,0,0,0,3,11,0
8650,1978,graduation,widow,54162.0,1,1,2013-03-18,31,5,6,10,6.0,5,10.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0
10862,1960,master,married,30522.0,0,1,2012-08-17,6,179,8,83,19.0,11,26.0,5,1,2,9,2,0,0,0,0,0,0,3,11,0
2782,1961,phd,married,54456.0,0,1,2013-07-11,23,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,3,11,0
6941,1971,graduation,single,31632.0,0,0,2013-07-14,92,17,8,12,11.0,15,32.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0
10972,1949,graduation,widow,72298.0,0,0,2014-03-10,52,625,35,169,58.0,17,35.0,1,4,3,6,1,0,1,1,0,0,0,3,11,0
10708,1978,2n cycle,single,36975.0,1,0,2013-12-28,50,10,6,11,0.0,4,2.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
6583,1955,2n cycle,married,72635.0,0,0,2013-06-03,54,390,22,323,104.0,35,107.0,1,6,8,6,3,0,0,0,1,0,0,3,11,0
3641,1976,graduation,married,13624.0,1,0,2013-01-20,93,10,2,15,2.0,1,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10156,1975,graduation,single,84196.0,0,1,2013-06-03,56,215,63,507,120.5,31,126.5,1,8,4,7,3,0,0,0,0,0,0,3,11,0
4299,1960,graduation,together,70971.0,0,1,2012-09-21,28,1001,17,556,93.0,81,17.0,7,11,11,5,7,0,0,0,0,0,0,3,11,1
3469,1977,phd,divorced,34487.0,1,1,2012-09-06,94,19,18,33,24.0,1,8.0,3,3,0,3,9,0,0,0,0,0,0,3,11,0
5063,1977,graduation,single,28769.0,1,0,2012-12-18,76,41,5,129,10.0,3,3.0,3,4,1,4,9,0,0,0,0,0,0,3,11,0
10727,1970,phd,married,69084.0,1,0,2013-11-19,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,3,11,0
9624,1958,phd,together,65488.0,0,0,2014-06-13,46,603,45,207,36.0,18,54.0,1,3,4,6,1,0,0,0,0,0,0,3,11,0
5156,1970,2n cycle,married,62466.0,0,1,2014-01-15,13,129,81,259,120.5,81,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0
4376,1960,2n cycle,single,32218.0,0,0,2014-02-15,27,10,24,15,13.0,1,30.0,1,2,1,3,7,1,0,0,0,0,0,3,11,1
8923,1973,graduation,single,83917.0,0,0,2013-04-18,12,514,22,556,42.0,81,79.0,1,6,7,7,3,0,0,0,0,0,0,3,11,1
8461,1962,graduation,divorced,46102.0,2,1,2014-03-10,3,14,0,1,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6945,1952,graduation,single,84574.0,0,0,2013-06-04,72,387,20,556,38.0,54,126.5,1,9,11,11,5,0,0,0,0,0,0,3,11,0
944,1962,graduation,married,56181.0,0,1,2013-01-08,6,121,81,69,8.0,44,48.0,1,4,2,7,4,0,0,0,0,0,0,3,11,0
1907,1950,master,divorced,63120.0,0,1,2012-09-28,53,965,69,279,54.0,41,69.0,5,8,4,9,7,0,0,0,0,0,0,3,11,1
701,1971,graduation,married,73691.0,0,1,2013-11-06,58,707,21,250,85.0,43,73.0,2,6,2,8,2,1,0,0,0,0,0,3,11,0
3856,1960,graduation,together,63381.0,0,1,2012-10-05,78,571,50,142,33.0,50,126.5,4,4,5,13,2,0,0,0,0,0,0,3,11,0
4149,1948,phd,together,76140.0,0,0,2014-05-13,57,586,66,556,17.0,0,26.0,1,5,9,6,2,0,0,0,0,0,0,3,11,0
2131,1959,phd,divorced,62859.0,0,1,2012-12-30,37,1063,81,102,16.0,12,25.0,4,9,4,6,6,0,0,0,0,0,0,3,11,0
2942,1964,graduation,single,45906.0,0,1,2013-05-07,20,305,3,27,4.0,3,126.5,2,5,4,4,5,1,0,0,0,0,0,3,11,0
1173,1947,master,together,77632.0,0,0,2013-03-10,73,1200,81,556,0.0,42,126.5,1,4,2,6,2,0,1,1,0,0,0,3,11,1
4381,1971,phd,married,46463.0,1,1,2013-08-18,56,163,2,40,8.0,11,11.0,7,3,1,6,6,0,0,0,0,0,0,3,11,0
4611,1970,graduation,together,105471.0,0,0,2013-01-21,36,1009,81,104,120.5,21,126.5,0,9,8,13,3,0,0,1,1,0,0,3,11,1
3376,1970,master,divorced,55282.0,1,0,2013-12-13,9,125,6,73,8.0,4,19.0,1,3,1,6,4,0,0,0,0,0,0,3,11,0
4679,1977,master,married,78710.0,0,1,2014-05-23,42,721,0,152,119.0,50,50.0,3,7,6,12,4,0,0,0,0,0,0,3,11,0
10928,1958,graduation,together,66886.0,0,1,2013-09-16,28,315,4,62,41.0,31,126.5,2,7,1,7,5,0,0,0,0,0,0,3,11,0
4248,1960,master,single,98777.0,0,0,2014-02-17,23,1000,19,556,120.5,81,38.0,0,4,6,9,1,0,1,0,0,0,0,3,11,0
6728,1985,graduation,together,29103.0,1,0,2012-08-27,38,16,0,17,6.0,3,6.0,2,1,0,3,9,0,0,0,0,0,0,3,11,0
6661,1974,graduation,married,67445.0,0,1,2012-08-12,63,757,80,217,29.0,80,11.0,5,9,6,12,6,0,0,0,0,0,0,3,11,0
4725,1950,phd,together,50616.0,0,1,2014-04-13,71,30,2,25,0.0,1,9.0,1,1,1,4,2,0,0,0,0,0,0,3,11,0
3277,1955,graduation,divorced,49431.0,0,1,2012-08-03,9,219,3,100,26.0,0,17.0,2,7,1,5,8,0,0,0,0,0,0,3,11,0
5555,1975,graduation,divorced,117416.25,0,0,2014-02-07,81,1,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,11,0
2564,1953,graduation,together,61278.0,0,1,2014-01-04,87,111,3,28,2.0,6,15.0,2,3,1,4,6,0,0,0,0,0,0,3,11,0
946,1958,2n cycle,together,26490.0,0,0,2012-09-22,92,45,47,52,21.0,20,25.0,2,3,1,5,6,0,0,0,0,0,0,3,11,0
3867,1947,phd,together,73059.0,0,1,2013-08-31,36,410,81,420,0.0,81,71.0,1,9,3,13,4,0,0,0,0,0,0,3,11,0
6940,1966,phd,single,46734.0,1,2,2013-10-21,86,100,1,39,6.0,1,76.0,4,3,2,3,6,1,0,0,0,0,0,3,11,0
55,1963,graduation,together,56253.0,0,1,2012-12-07,83,509,0,65,7.0,11,5.0,4,7,2,9,6,0,0,0,0,0,0,3,11,0
7093,1985,graduation,married,19986.0,1,0,2013-11-14,74,3,6,5,0.0,2,6.0,1,0,0,3,7,0,0,0,0,0,0,3,11,0
5084,1975,graduation,widow,58330.0,0,1,2013-12-25,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0
1777,1980,basic,married,25965.0,0,0,2012-09-07,29,2,2,11,41.0,7,11.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0
8162,1956,master,together,14661.0,0,0,2013-01-01,88,4,1,11,6.0,2,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10826,1959,graduation,married,18690.0,0,0,2012-12-28,77,6,1,7,23.0,4,19.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0
8754,1974,phd,together,45068.0,0,1,2013-05-16,25,14,0,3,0.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1987,1987,basic,single,21063.0,1,0,2013-09-25,34,1,10,11,19.0,3,15.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
11007,1968,phd,married,29187.0,1,0,2013-05-09,43,26,0,6,0.0,0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
7426,1971,2n cycle,married,54690.0,1,1,2013-11-07,76,111,16,37,7.0,9,18.0,3,3,1,5,3,0,0,0,0,0,0,3,11,0
9153,1964,phd,married,59304.0,0,1,2013-07-29,81,418,61,428,80.0,51,10.0,3,7,8,10,5,0,0,0,0,0,0,3,11,0
10379,1962,master,single,59247.0,0,2,2013-11-08,87,327,9,122,19.0,14,83.0,5,5,2,9,6,0,0,0,0,0,0,3,11,0
9204,1970,graduation,widow,66731.0,0,1,2012-09-12,33,371,81,194,58.0,81,126.5,4,4,3,6,3,0,0,0,0,0,0,3,11,0
3197,1980,graduation,married,77353.0,0,1,2013-12-16,38,275,59,107,69.0,81,59.0,2,6,4,8,4,0,0,0,0,0,0,3,11,0
2920,1975,phd,single,52614.0,0,1,2012-12-01,63,789,0,142,12.0,9,38.0,2,2,4,8,8,0,0,0,0,0,0,3,11,0
6961,1974,graduation,married,26751.0,2,0,2014-05-22,26,1,1,5,0.0,3,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
4673,1963,phd,married,81300.0,0,1,2012-10-30,17,1004,12,145,32.0,12,36.0,3,10,3,5,5,0,0,0,1,0,0,3,11,1
9937,1979,graduation,single,70337.0,0,0,2014-01-02,75,187,81,149,25.0,43,91.0,1,2,2,12,1,0,0,0,0,0,0,3,11,0
8779,1985,2n cycle,married,36145.0,1,0,2013-06-16,13,56,4,76,17.0,1,18.0,4,4,1,3,9,1,0,0,0,0,0,3,11,1
9596,1980,phd,single,65295.0,0,0,2013-12-23,19,365,32,117,34.0,81,6.0,1,3,3,13,2,0,0,0,0,0,0,3,11,0
2891,1963,graduation,divorced,68118.0,0,1,2013-10-18,51,595,23,123,10.0,23,126.5,2,8,9,4,6,0,0,0,0,0,0,3,11,0
4910,1967,graduation,divorced,68743.0,0,0,2012-08-30,81,1132,81,384,120.5,81,115.0,1,11,5,13,7,0,0,0,0,0,0,3,11,0
75,1982,2n cycle,together,41039.0,0,0,2013-07-25,32,34,11,137,120.5,61,45.0,1,8,1,5,8,0,0,0,0,0,0,3,11,0
10120,1955,graduation,together,38946.0,0,1,2013-10-24,84,116,6,82,6.0,6,41.0,2,3,1,6,5,0,0,0,0,0,0,3,11,0
6327,1967,graduation,together,65777.0,0,0,2013-12-19,87,565,32,435,28.0,32,54.0,1,2,8,6,1,0,0,0,0,0,0,3,11,0
10142,1976,phd,divorced,66476.0,0,1,2013-03-07,99,372,18,126,47.0,48,78.0,2,5,2,11,4,0,0,0,0,0,0,3,11,0
9826,1972,phd,single,86857.0,0,0,2012-09-12,96,899,81,556,120.5,81,40.0,1,5,6,10,2,0,0,0,0,0,0,3,11,1
1501,1982,phd,married,117416.25,0,0,2012-08-04,21,55,16,556,17.0,3,4.0,15,0,28,1,0,0,0,0,0,0,0,3,11,0
10767,1989,phd,together,77845.0,0,0,2014-05-16,40,760,40,480,0.0,40,26.0,1,3,5,12,1,0,0,1,1,0,0,3,11,0
7279,1969,phd,together,69476.0,0,0,2013-09-30,3,260,81,556,63.0,9,67.0,1,4,6,4,2,0,0,0,0,0,0,3,11,0
7230,1960,phd,divorced,50611.0,0,1,2012-10-04,98,459,0,24,6.0,0,4.0,6,4,5,7,6,0,1,0,0,0,0,3,11,1
143,1970,graduation,single,61209.0,0,0,2013-08-25,73,466,0,224,119.0,49,99.0,1,5,3,4,2,0,0,0,0,0,0,3,11,0
450,1958,master,together,42315.0,0,1,2013-07-12,90,67,15,80,17.0,11,80.0,3,1,4,4,3,0,0,0,0,0,0,3,11,0
9316,1952,basic,together,13084.0,0,0,2013-11-02,29,2,0,7,3.0,7,10.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
6379,1949,master,widow,47570.0,1,1,2013-05-29,3,67,1,20,0.0,2,31.0,3,2,2,2,7,0,0,0,0,0,0,3,11,1
9239,1961,master,married,61923.0,0,2,2013-07-26,94,92,4,18,3.0,3,6.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0
8315,1995,graduation,single,34824.0,0,0,2014-03-26,65,4,2,11,2.0,0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0
2868,1949,phd,single,26518.0,1,1,2013-04-08,33,20,1,28,3.0,3,2.0,3,2,0,3,8,0,0,0,0,0,0,3,11,1
10888,1961,graduation,single,45938.0,0,0,2013-11-03,46,273,11,178,62.0,81,29.0,2,8,4,6,6,0,0,0,0,0,0,3,11,0
1277,1960,graduation,together,78468.0,0,0,2014-04-09,29,434,22,388,104.0,22,34.0,1,10,7,10,4,0,0,0,1,0,0,3,11,0
9977,1973,graduation,divorced,78901.0,0,1,2013-09-17,99,321,11,309,33.0,26,34.0,3,9,3,5,4,0,0,0,0,0,0,3,11,0
10196,1978,graduation,married,71427.0,2,0,2014-03-12,26,212,81,177,15.0,64,23.0,2,8,2,8,4,0,0,0,0,0,0,3,11,0
6384,1978,graduation,divorced,71022.0,0,1,2014-02-11,30,909,12,278,0.0,12,126.5,3,5,2,11,8,1,0,0,0,0,0,3,11,0
8029,1988,master,single,90247.0,0,0,2014-04-29,27,1184,32,352,21.0,16,16.0,1,3,4,7,1,0,1,1,1,0,0,3,11,1
968,1968,master,divorced,41335.0,1,0,2013-12-26,24,112,19,21,16.0,14,5.0,3,4,1,4,7,0,0,0,0,0,0,3,11,0
6988,1986,graduation,married,71952.0,1,0,2013-01-10,93,656,80,455,52.0,81,93.0,2,8,4,8,4,1,0,1,0,0,0,3,11,0
4472,1970,phd,divorced,35682.0,1,0,2014-06-27,34,23,0,8,6.0,2,18.0,1,1,1,3,2,0,0,0,0,0,0,3,11,0
6991,1951,graduation,divorced,43185.0,0,1,2013-04-10,88,537,6,42,16.0,6,30.0,2,9,3,6,8,0,0,0,0,0,0,3,11,0
3336,1948,phd,together,66375.0,0,1,2013-11-21,96,712,0,45,0.0,0,126.5,3,2,4,5,7,1,0,0,0,0,0,3,11,0
4301,1971,master,married,35178.0,1,0,2013-01-10,10,23,1,13,2.0,2,18.0,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1940,1986,graduation,married,25252.0,1,0,2013-07-12,26,1,3,4,2.0,2,6.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1272,1965,master,single,55250.0,0,1,2012-10-21,49,664,58,83,32.0,0,66.0,4,7,5,10,5,0,0,0,0,0,0,3,11,0
1388,1975,graduation,single,33249.0,1,0,2013-02-20,11,6,10,21,19.0,14,42.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1044,1953,graduation,together,58398.0,0,0,2013-05-14,44,299,5,201,21.0,21,49.0,3,5,4,8,4,0,0,0,0,0,0,3,11,0
6969,1982,graduation,together,50272.0,1,0,2013-08-07,75,99,13,66,43.0,8,4.0,3,4,1,5,7,0,0,0,0,0,0,3,11,0
10479,1975,phd,married,76618.0,0,0,2012-12-07,64,749,40,294,120.5,81,126.5,1,3,2,5,1,0,0,0,0,0,0,3,11,0
3619,1960,2n cycle,divorced,87305.0,0,0,2012-09-23,19,345,25,501,63.0,81,80.0,1,5,3,8,2,0,0,1,0,0,0,3,11,1
1715,1978,graduation,together,25851.0,1,0,2013-02-11,45,9,4,18,7.0,5,5.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10159,1970,graduation,divorced,58710.0,0,1,2013-03-31,77,440,81,368,0.0,81,126.5,6,11,5,9,6,0,0,0,0,0,0,3,11,0
1463,1958,graduation,single,45160.0,1,1,2014-03-29,9,8,2,5,3.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5114,1965,master,married,74806.0,0,1,2012-12-19,1,670,9,249,0.0,28,9.0,2,5,4,5,4,0,0,0,0,0,0,3,11,0
4990,1954,graduation,married,59111.0,0,0,2013-05-02,90,524,0,134,28.0,28,126.5,1,11,1,8,7,0,0,0,0,0,0,3,11,0
4329,1984,phd,married,18988.0,1,0,2014-05-23,43,6,0,6,2.0,1,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
10936,1965,graduation,married,72190.0,0,0,2013-02-13,79,597,81,556,120.5,81,126.5,1,5,6,4,3,0,0,0,0,0,0,3,11,0
4692,1976,graduation,married,7500.0,1,0,2012-08-01,19,7,0,12,13.0,7,32.0,5,4,1,2,9,1,0,0,0,0,0,3,11,1
7212,1966,graduation,married,44794.0,0,1,2014-06-08,99,54,0,7,0.0,0,4.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
6086,1955,graduation,married,80395.0,0,0,2013-11-23,62,445,25,556,80.0,76,48.0,1,6,5,12,2,0,0,0,1,0,0,3,11,0
437,1976,master,divorced,75012.0,0,0,2014-01-25,41,294,81,218,120.5,58,126.5,1,3,8,11,1,0,0,0,0,0,0,3,11,0
11171,1965,master,married,56962.0,2,1,2013-10-11,60,292,3,77,10.0,3,26.0,7,6,3,5,7,0,0,0,0,0,0,3,11,0
11101,1991,graduation,together,89891.0,0,0,2013-04-15,17,412,22,132,59.0,28,126.5,1,11,6,8,4,0,0,1,0,0,0,3,11,0
5329,1949,phd,divorced,35946.0,1,1,2013-09-27,24,8,0,3,0.0,0,0.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0
610,1953,phd,together,53593.0,1,1,2012-08-07,60,349,4,78,6.0,0,43.0,8,7,2,6,8,0,0,0,0,0,0,3,11,0
9384,1978,graduation,married,66373.0,1,1,2013-06-12,57,328,9,124,12.0,24,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0
5956,1948,phd,divorced,45072.0,1,2,2013-10-16,74,144,2,99,7.0,2,30.0,5,6,1,4,8,0,0,0,0,0,0,3,11,0
10430,1973,graduation,divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37.0,28,42.0,3,4,3,4,5,0,1,1,1,0,0,3,11,0
7875,1949,graduation,married,72025.0,0,0,2014-04-29,46,967,0,556,43.0,50,0.0,1,4,8,13,2,0,1,1,1,0,0,3,11,1
7072,1973,graduation,married,67432.0,0,1,2013-03-29,69,432,79,341,120.5,81,126.5,2,8,5,4,4,0,0,0,0,0,0,3,11,0
6255,1952,master,together,70545.0,0,1,2014-06-03,29,138,39,63,55.0,18,21.0,1,4,1,7,2,0,0,0,0,0,0,3,11,0
6516,1989,basic,married,17487.0,1,0,2013-03-18,37,0,0,1,7.0,4,6.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5564,1969,graduation,together,62882.0,0,1,2012-08-09,26,509,81,497,78.0,24,97.0,2,7,5,6,4,0,0,0,0,0,0,3,11,0
5682,1953,phd,single,64108.0,0,1,2013-03-23,8,948,10,86,13.0,21,21.0,4,6,9,11,5,0,0,0,0,0,0,3,11,0
7458,1956,master,together,34941.0,1,1,2013-03-06,26,39,2,25,4.0,3,24.0,2,3,0,3,8,0,0,0,0,0,0,3,11,0
5237,1950,phd,single,48767.0,1,2,2014-01-01,79,28,1,21,3.0,0,10.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0
7761,1978,2n cycle,together,38702.0,1,0,2013-08-01,71,13,11,24,13.0,8,40.0,2,3,0,4,6,0,0,0,0,0,0,3,11,0
5278,1964,graduation,married,82224.0,0,0,2014-01-25,83,307,26,360,120.5,31,40.0,1,6,9,5,3,0,0,0,1,0,0,3,11,0
3560,1952,graduation,together,83844.0,0,0,2013-05-12,57,901,31,345,75.0,31,126.5,1,4,4,11,1,0,0,1,0,0,0,3,11,0
7235,1975,2n cycle,married,17003.0,1,0,2013-12-09,37,2,5,12,4.0,8,7.0,3,2,0,4,5,0,0,0,0,0,0,3,11,0
10548,1995,graduation,single,71163.0,0,0,2014-03-09,30,283,17,372,120.5,81,44.0,1,3,8,12,1,0,0,0,0,0,0,3,11,0
2281,1970,graduation,single,33697.0,1,0,2013-09-15,34,4,3,7,0.0,3,11.0,1,1,0,2,7,1,0,0,0,0,0,3,11,0
4073,1954,2n cycle,married,63564.0,0,0,2014-01-29,0,769,80,252,15.0,34,65.0,1,10,10,7,6,1,0,0,0,0,0,3,11,1
6974,1972,phd,together,83443.0,0,0,2013-12-31,89,518,42,556,55.0,56,84.0,1,6,10,5,2,0,0,0,0,0,0,3,11,0
7938,1958,phd,together,51518.0,0,1,2013-10-03,92,350,8,66,17.0,4,4.0,2,3,2,10,3,0,0,0,0,0,0,3,11,0
7094,1975,graduation,widow,58330.0,0,1,2013-12-25,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0
3667,1969,graduation,married,80952.0,0,0,2013-02-28,20,778,81,556,41.0,27,44.0,1,8,5,11,8,0,1,1,1,0,0,3,11,1
7723,1979,graduation,together,75507.0,0,0,2014-05-02,56,709,81,374,104.0,80,80.0,1,8,6,6,3,0,0,0,0,0,0,3,11,0
3870,1978,2n cycle,together,63855.0,0,0,2013-02-09,28,359,35,314,93.0,81,89.0,1,7,3,13,4,0,0,0,0,0,0,3,11,0
4012,1972,phd,together,62220.0,0,1,2012-08-11,55,799,12,375,16.0,12,12.0,5,7,6,5,6,0,0,0,0,0,0,3,11,1
5909,1964,graduation,married,58512.0,0,1,2013-09-19,25,895,10,101,13.0,0,126.5,5,3,4,8,8,0,0,0,0,0,0,3,11,0
10470,1979,master,married,40662.0,1,0,2013-03-15,0,40,2,23,0.0,4,23.0,2,2,1,3,4,0,0,0,0,0,0,3,11,0
6488,1959,phd,married,38829.0,0,1,2014-04-06,86,76,0,7,0.0,0,16.0,1,3,2,2,5,0,0,0,0,0,0,3,11,0
